"id_top"	"id"	"name"	"wdegree"	"publications"	"rank_year_cited_pubmed_title"	"ids"
"145"	"au8463x_sha"	"Shah, NS"	"60"	"11"	"[[4,2017,0,28700743,""Polymorphisms in the vitamin D receptor gene are associated ""],[12,2017,0,29028800,""Spatial distribution of extensively drugresistant tuberculos""],[2,2010,31,21209951,""Predictors of Multidrug- and Extensively Drug-Resistant Tube""],[12,2011,21,21253585,""Culture Conversion Among HIV Co-Infected Multidrug-Resistant""],[2,2010,185,19833824,""HIV Coinfection in Multidrug- and Extensively Drug-Resistant""],[1,2007,344,17552090,""Worldwide emergence of extensively drug-resistant tuberculos""],[2,2007,72,18181698,""Multidrug-resistant and extensively drug-resistant tuberculo""],[1,2011,23,21297071,""Rapid Diagnosis of Tuberculosis and Multidrug Resistance by ""],[2,2013,13,23254152,""Adverse Events in an Integrated Home-Based Treatment Program""],[11,2013,11,24040132,""Chest Radiograph Findings and Time to Culture Conversion in ""],[2,2011,18,21655324,""Spread of Extensively Drug-Resistant Tuberculosis in KwaZulu""]]"	"[""10.1371_journal.pone.0180916"",""10.1371_journal.pone.0181797"",""10.1371_journal.pone.0015735"",""10.1371_journal.pone.0015841"",""10.1164_rccm.200907_0989OC"",""10.3201_eid1303.061400"",""10.1086_521121"",""10.1164_rccm.201009_1449OC"",""10.1097_QAI.0b013e31828175ed"",""10.1371_journal.pone.0073975"",""10.1371_journal.pone.0017513""]"
"145"	"au6896x_odo"	"O'Donnell, MR"	"52"	"6"	"[[1,2016,8,26970149,""Re-inventing adherence: toward a patient-centered model of c""],[7,2014,14,25189555,""Malnutrition associated with unfavorable outcome and death a""],[1,2010,105,20956708,""High Incidence of Hospital Admissions With Multidrug-Resista""],[7,2017,1,28167256,""Turning the tide against tuberculosis""],[5,2013,13,23719292,""Health-care workers perspectives on workplace safety infecti""],[4,2016,3,27509173,""Clinical Impact of the Xpert MTB/RIF Assay in Patients With ""]]"	"[""10.5588_ijtld.15.0360"",""10.5588_ijtld.14.0231"",""10.7326_0003_4819_153_8_201010190_00008"",""10.1016_j.ijid.2017.01.012"",""10.1057_jphp.2013.20"",""10.1097_QAI.0000000000001110""]"
"145"	"au6462x_mpa"	"Mpagama, SG"	"32"	"6"	"[[1,2014,14,24247125,""Plasma Drug Activity in Patients on Treatment for Multidrug-""],[3,2015,3,25816161,""Improvement in Plasma Drug Activity during the Early Treatme""],[1,2013,12,23675411,""Diagnosis and Interim Treatment Outcomes from the First Coho""],[1,2013,10,24034230,""Application of quantitative second-line drug susceptibility ""],[3,2017,1,28141813,""Determination of plasma concentrations of levofloxacin by hi""],[2,2016,2,27131008,""Glycated hemoglobin screening identifies patients admitted f""]]"	"[""10.1128_AAC.01549_13"",""10.1371_journal.pone.0122769"",""10.1371_journal.pone.0062034"",""10.1186_1471_2334_13_432"",""10.1371_journal.pone.0170663"",""10.3855_jidc.7324""]"
"145"	"au0667x_ban"	"Banu, S"	"31"	"4"	"[[10,2015,7,25710516,""Quantitative Drug-Susceptibility in Patients Treated for Mul""],[1,2017,0,28472124,""Performance of TaqMan array card to detect TB drug resistanc""],[9,2017,0,null,""Pyrazinamide Susceptibility and pncA Mutation Profiles of My""],[12,2016,1,26489698,""Evaluation of community-based treatment for drug-resistant t""]]"	"[""10.1371_journal.pone.0116795"",""10.1371_journal.pone.0177167"",""10.1128_AAC.00511_17"",""10.1111_tmi.12625""]"
"41"	"au10470x_yim"	"Yim, JJ"	"175"	"14"	"[[9,2007,158,17968823,""Impact of extensive drug resistance on treatment outcomes in""],[9,2006,22,17052310,""Cost of treatment for multidrug-resistant tuberculosis in So""],[8,2008,4,18713507,""Decreased phosphorylation of STAT-1 STAT-4 and cytokine rele""],[10,2009,18,19251799,""Impact of resistance to first-line and injectable drugs on t""],[10,2011,8,22283890,""Recurrence after successful treatment among patients with mu""],[4,2010,7,20657225,""Computed Tomography Features of Extensively Drug-Resistant P""],[12,2006,40,16707517,""Prognostic factors for surgical resection in patients with m""],[7,2015,5,26459536,""Evaluation of Xpert R MTB/RIF assay: diagnosis and treatment""],[2,2012,4,21835069,""Adverse events and development of tuberculosis after 4 month""],[6,2015,7,25868019,""Changes in treatment outcomes of multidrug-resistant tubercu""],[9,2012,4,22758779,""Poor correlation between tuberculin skin tests and interfero""],[72,2012,253,22952439,""Multidrug Resistant Pulmonary Tuberculosis Treatment Regimen""],[4,2017,0,28960029,""Submillisievert Computed Tomography of the Chest in Contact ""],[26,2013,34,23927582,""Comparison of Levofloxacin versus Moxifloxacin for Multidrug""]]"	"[""10.1086_522537"",""10.1111_j.1400_1843.2006.00948.x"",""pub-1672"",""10.1183_09031936.00099608"",""10.5588_ijtld.11.0098"",""10.1097_RCT.0b013e3181d472bc"",""10.1183_09031936.06.00023006"",""10.5588_ijtld.15.0183"",""10.1017_S0950268811001476"",""10.5588_ijtld.14.0739"",""10.1111_j.1440_1843.2012.02218.x"",""10.1371_journal.pmed.1001300"",""10.3346_jkms.2017.32.11.1779"",""10.1164_rccm.201303_0604OC""]"
"41"	"au8621x_shi"	"Shim, TS"	"125"	"18"	"[[4,2017,1,28826448,""Clinical significance of QT-prolonging drug use in patients ""],[12,2012,175,22496332,""Efficacy safety and tolerability of linezolid containing reg""],[9,2013,22,23232012,""GenoType R MTBDRplus assay detection of drug-resistant tuber""],[4,2012,4,21835069,""Adverse events and development of tuberculosis after 4 month""],[4,2012,12,22508109,""Diagnostic sensitivity of culture and drug resistance patter""],[5,2014,15,24365550,""Treatment outcomes and moxifloxacin susceptibility in ofloxa""],[11,2011,23,21218027,""Treatment Outcome and Mortality among Patients with Multidru""],[7,2012,53,22403262,""Daily 300 mg dose of linezolid for multidrug-resistant and e""],[57,2012,253,22952439,""Multidrug Resistant Pulmonary Tuberculosis Treatment Regimen""],[13,2010,67,20224066,""Treatment Outcomes and Survival Based on Drug Resistance Pat""],[14,2008,115,18703792,""Treatment Outcomes and Long-term Survival in Patients with E""],[25,2013,34,23927582,""Comparison of Levofloxacin versus Moxifloxacin for Multidrug""],[13,2013,11,23689646,""Impact of Diabetes on Treatment Outcomes and Long-Term Survi""],[7,2013,14,23199704,""The efficacy of rifabutin for rifabutin-susceptible multidru""],[14,2012,4,22758779,""Poor correlation between tuberculin skin tests and interfero""],[11,2006,122,16857689,""Efficacy and tolerability of daily-half dose linezolid in pa""],[5,2017,0,28947041,""Treatment outcomes of rifampin-sparing treatment in patients""],[6,2017,0,28581266,""Characteristics of Drug Resistant Tuberculosis in Sanatoria ""]]"	"[""10.5588_ijtld.17.0174"",""10.1183_09031936.00022912"",""10.5588_ijtld.12.0197"",""10.1017_S0950268811001476"",""10.5588_ijtld.11.0252"",""10.5588_ijtld.13.0307"",""10.3346_jkms.2011.26.1.33"",""10.1093_jac_dks078"",""10.1371_journal.pmed.1001300"",""10.1164_rccm.200911_1656OC"",""10.1164_rccm.200801_132OC"",""10.1164_rccm.201303_0604OC"",""10.1159_000348374"",""10.1016_j.rmed.2012.10.021"",""10.1111_j.1440_1843.2012.02218.x"",""10.1093_jac_dkl298"",""10.1016_j.rmed.2017.08.002"",""10.3346_jkms.2017.32.7.1105""]"
"41"	"au4733x_koh"	"Kwon, OJ"	"101"	"17"	"[[1,2004,52,15082886,""Six-month therapy with aerosolized interferon-gamma for refr""],[5,2005,46,15893392,""Comparison of drug resistance genotypes between Beijing and ""],[11,2008,99,18611154,""Treatment outcomes for HIV-uninfected patients with multidru""],[11,2015,6,26203184,""Outcomes of pulmonary MDR-TB: impacts of fluoroquinolone res""],[1,2012,53,22403262,""Daily 300 mg dose of linezolid for multidrug-resistant and e""],[8,2017,0,29224631,""Treatment outcomes of rifabutin-containing regimens for rifa""],[4,2017,3,null,""Group 5 drugs for multidrug-resistant tuberculosis: individu""],[4,2016,1,25759483,""CT and microbiologic follow-up in primary multidrug-resistan""],[1,2013,34,23927582,""Comparison of Levofloxacin versus Moxifloxacin for Multidrug""],[10,2012,175,22496332,""Efficacy safety and tolerability of linezolid containing reg""],[11,2010,67,20224066,""Treatment Outcomes and Survival Based on Drug Resistance Pat""],[4,2009,16,19412508,""Radiological Findings of Extensively Drug-Resistant Pulmonar""],[11,2008,115,18703792,""Treatment Outcomes and Long-term Survival in Patients with E""],[30,2012,253,22952439,""Multidrug Resistant Pulmonary Tuberculosis Treatment Regimen""],[11,2013,11,23689646,""Impact of Diabetes on Treatment Outcomes and Long-Term Survi""],[4,2012,4,22758779,""Poor correlation between tuberculin skin tests and interfero""],[10,2007,28,17728509,""Drug resistance rates of Mycobacterium tuberculosis at a pri""]]"	"[""10.3346_jkms.2004.19.2.167"",""10.1016_j.mimet.2005.03.002"",""10.1086_590005"",""10.1093_jac_dkv215"",""10.1093_jac_dks078"",""10.1016_j.ijid.2017.10.013"",""10.1183_13993003.00993_2016"",""10.1177_0284185115575196"",""10.1164_rccm.201303_0604OC"",""10.1183_09031936.00022912"",""10.1164_rccm.200911_1656OC"",""10.3348_kjr.2009.10.3.207"",""10.1164_rccm.200801_132OC"",""10.1371_journal.pmed.1001300"",""10.1159_000348374"",""10.1111_j.1440_1843.2012.02218.x"",""10.3346_jkms.2007.22.4.677""]"
"41"	"au0147x_ahu"	"Ahuja, SD"	"85"	"5"	"[[2,2006,37,16776451,""Public-private collaboration for multidrug-resistant tubercu""],[6,2010,64,20150181,""Linezolid use for treatment of multidrug-resistant and exten""],[6,2017,0,28633501,""Epidemiology of Pediatric Multidrug-Resistant Tuberculosis i""],[1,2012,253,22952439,""Multidrug Resistant Pulmonary Tuberculosis Treatment Regimen""],[3,2015,4,25695482,""Moxifloxacin Prophylaxis against MDR TB New York New York US""]]"	"[""pub-1823"",""10.1093_jac_dkq017"",""10.1093_cid_cix561"",""10.1371_journal.pmed.1001300"",""10.3201_eid2103.141313""]"
"41"	"au1614x_cho"	"Cho, SN"	"68"	"14"	"[[7,2007,14,17321178,""Subcutaneously administered interferon-gamma for the treatme""],[4,2012,51,22391032,""Generation and exploration of new classes of antitubercular ""],[12,2010,9,20145387,""Association of Antigen-Stimulated Release of Tumor Necrosis ""],[10,2015,9,26206685,""Phenotypic and Genotypic Analysis of Anti-Tuberculosis Drug ""],[8,2011,3,21514229,""Changes in cell-mediated immune response after lung resectio""],[5,2016,5,26730550,""Development and validation of LC-ESI-MS/MS method for analys""],[7,2008,11,18212516,""Tumor necrosis factor-alpha and interleukin-10 in whole bloo""],[6,2009,0,19250607,""Microplate hybridization assay for detection of isoniazid re""],[5,2011,75,21691438,""Advent of Imidazo12-apyridine-3-carboxamides with Potent Mul""],[9,2013,6,24128118,""Utility of the REBA MTB-rifa R assay for rapid detection of ""],[9,2017,6,28092681,""Genomic analysis of globally diverse Mycobacterium tuberculo""],[4,2005,46,15893392,""Comparison of drug resistance genotypes between Beijing and ""],[11,2011,16,21596910,""Improved rapid molecular diagnosis of multidrug-resistant tu""],[16,2014,19,24990578,""Predictors of pulmonary tuberculosis treatment outcomes in S""]]"	"[""10.1016_j.ijid.2006.12.004"",""10.1016_j.bmc.2012.02.025"",""10.1159_000283687"",""10.3343_alm.2015.35.5.494"",""10.1016_j.tube.2011.02.003"",""10.1016_j.jchromb.2015.11.058"",""10.1159_000113932"",""10.5483_BMBRep.2009.42.2.081"",""10.1021_ml200036r"",""10.1186_1471_2334_13_478"",""10.1038_ng.3767"",""10.1016_j.mimet.2005.03.002"",""10.1099_jmm.0.032292_0"",""10.1186_1471_2334_14_360""]"
"41"	"au7202x_par"	"Park, SK"	"55"	"17"	"[[9,2017,0,28620844,""Comparison of the characteristics of Mycobacterium tuberculo""],[18,2012,17,22584241,""Frequency of adverse reactions to first- and second-line ant""],[8,2009,7,19723408,""Pharmacokinetics of prothionamide in patients with multidrug""],[1,2007,14,17321178,""Subcutaneously administered interferon-gamma for the treatme""],[45,2012,253,22952439,""Multidrug Resistant Pulmonary Tuberculosis Treatment Regimen""],[5,2013,11,23689646,""Impact of Diabetes on Treatment Outcomes and Long-Term Survi""],[1,1998,105,9848607,""Outcome of chemotherapy in 107 patients with pulmonary tuber""],[1,2002,59,11931413,""A retrospective study for the outcome of pulmonary resection""],[1,2004,56,15139476,""Self-administered standardized regimens for multidrug-resist""],[1,2011,3,21514229,""Changes in cell-mediated immune response after lung resectio""],[8,2010,9,20145387,""Association of Antigen-Stimulated Release of Tumor Necrosis ""],[3,2010,67,20224066,""Treatment Outcomes and Survival Based on Drug Resistance Pat""],[3,2011,23,21218027,""Treatment Outcome and Mortality among Patients with Multidru""],[7,2014,19,24990578,""Predictors of pulmonary tuberculosis treatment outcomes in S""],[6,2008,11,18212516,""Tumor necrosis factor-alpha and interleukin-10 in whole bloo""],[3,2008,115,18703792,""Treatment Outcomes and Long-term Survival in Patients with E""],[1,2009,28,18768342,""Pulmonary resection combined with isoniazid- and rifampin-ba""]]"	"[""10.1007_s10096_017_3025_5"",""10.5588_ijtld.11.0574"",""pub-1575"",""10.1016_j.ijid.2006.12.004"",""10.1371_journal.pmed.1001300"",""10.1159_000348374"",""pub-2050"",""pub-1984"",""pub-1918"",""10.1016_j.tube.2011.02.003"",""10.1159_000283687"",""10.1164_rccm.200911_1656OC"",""10.3346_jkms.2011.26.1.33"",""10.1186_1471_2334_14_360"",""10.1159_000113932"",""10.1164_rccm.200801_132OC"",""10.1016_j.ijid.2008.06.001""]"
"41"	"au4576x_kim"	"Kim, HJ"	"50"	"10"	"[[8,2016,1,27155184,""Frequency and risk factors of drug-induced liver injury duri""],[1,2001,50,11769771,""Ambulatory treatment of multidrug-resistant pulmonary tuberc""],[4,2003,24,12780691,""The production of tumour necrosis factor-alpha is decreased ""],[5,2007,71,17439684,""Trend of anti-tuberculosis drug resistance in Korea 1994-200""],[1,2008,4,18713507,""Decreased phosphorylation of STAT-1 STAT-4 and cytokine rele""],[3,2009,18,19251799,""Impact of resistance to first-line and injectable drugs on t""],[14,2012,12,22508109,""Diagnostic sensitivity of culture and drug resistance patter""],[1,2006,40,16707517,""Prognostic factors for surgical resection in patients with m""],[5,2013,2,23823178,""Simple direct drug susceptibility testing technique for diag""],[3,2012,4,21835069,""Adverse events and development of tuberculosis after 4 month""]]"	"[""10.5588_ijtld.15.0668"",""pub-1990"",""10.1046_j.1365_2249.2003.02172.x"",""pub-1773"",""pub-1672"",""10.1183_09031936.00099608"",""10.5588_ijtld.11.0252"",""10.1183_09031936.06.00023006"",""10.5588_ijtld.12.1009"",""10.1017_S0950268811001476""]"
"41"	"au2590x_eum"	"Eum, SY"	"36"	"5"	"[[13,2017,0,28620844,""Comparison of the characteristics of Mycobacterium tuberculo""],[1,2010,9,20145387,""Association of Antigen-Stimulated Release of Tumor Necrosis ""],[3,2011,3,21514229,""Changes in cell-mediated immune response after lung resectio""],[1,2008,11,18212516,""Tumor necrosis factor-alpha and interleukin-10 in whole bloo""],[3,2016,5,26730550,""Development and validation of LC-ESI-MS/MS method for analys""]]"	"[""10.1007_s10096_017_3025_5"",""10.1159_000283687"",""10.1016_j.tube.2011.02.003"",""10.1159_000113932"",""10.1016_j.jchromb.2015.11.058""]"
"41"	"au0706x_bar"	"Barry, CE"	"35"	"8"	"[[11,2010,9,20145387,""Association of Antigen-Stimulated Release of Tumor Necrosis ""],[10,2011,16,21596910,""Improved rapid molecular diagnosis of multidrug-resistant tu""],[15,2014,19,24990578,""Predictors of pulmonary tuberculosis treatment outcomes in S""],[3,2012,91,22827305,""Discovery and development of SQ109: a new antitubercular dru""],[11,2013,6,24128118,""Utility of the REBA MTB-rifa R assay for rapid detection of ""],[12,2015,18,26620446,""Within patient microevolution of Mycobacterium tuberculosis ""],[6,2017,6,28092681,""Genomic analysis of globally diverse Mycobacterium tuberculo""],[21,2012,17,22584241,""Frequency of adverse reactions to first- and second-line ant""]]"	"[""10.1159_000283687"",""10.1099_jmm.0.032292_0"",""10.1186_1471_2334_14_360"",""10.2217_FMB.12.56"",""10.1186_1471_2334_13_478"",""10.1038_srep17507"",""10.1038_ng.3767"",""10.5588_ijtld.11.0574""]"
"41"	"au4111x_jok"	"Jo, KW"	"32"	"6"	"[[1,2012,4,22758779,""Poor correlation between tuberculin skin tests and interfero""],[1,2013,14,23199704,""The efficacy of rifabutin for rifabutin-susceptible multidru""],[3,2013,11,23689646,""Impact of Diabetes on Treatment Outcomes and Long-Term Survi""],[2,2017,0,28947041,""Treatment outcomes of rifampin-sparing treatment in patients""],[1,2014,15,24365550,""Treatment outcomes and moxifloxacin susceptibility in ofloxa""],[2,2017,1,28826448,""Clinical significance of QT-prolonging drug use in patients ""]]"	"[""10.1111_j.1440_1843.2012.02218.x"",""10.1016_j.rmed.2012.10.021"",""10.1159_000348374"",""10.1016_j.rmed.2017.08.002"",""10.5588_ijtld.13.0307"",""10.5588_ijtld.17.0174""]"
"75"	"au9739x_var"	"Varma, JK"	"90"	"9"	"[[1,2007,32,17768516,""Evaluating the potential impact of the new Global Plan to St""],[7,2010,40,20487550,""Validation of the GenoType R MTBDRplus assay for detection o""],[17,2009,3,20578461,""MULTI-DRUG RESISTANT TB AND HIV IN THAILAND: OVERLAPPING BUT""],[13,2009,6,19735372,""Factors associated with death among HIV-uninfected TB patien""],[10,2011,24,22000352,""Multidrug-Resistant Tuberculosis Peoples Republic of China 2""],[17,2009,5,19842383,""MULTIDRUG-RESISTANT TB AND HIV IN THAILAND: OVERLAPPING BUT ""],[8,2009,6,19146755,""Validation of the line-probe assay for rapid detection of ri""],[2,2008,34,18976554,""Multidrug-Resistant Tuberculosis Outbreak among US-bound Hmo""],[10,2008,11,18721186,""TB HIV-associated TB and multidrug-resistant TB on Thailands""]]"	"[""10.2471_BLT.06.038067"",""10.1186_1471_2334_10_123"",""pub-1562"",""10.1111_j.1365_3156.2009.02376.x"",""10.3201_eid1710.110546"",""pub-1577"",""pub-1626"",""10.3201_eid1411.071629"",""10.1111_j.1365_3156.2008.02139.x""]"
"75"	"au5187x_lei"	"Leimane, V"	"80"	"23"	"[[4,2003,0,null,""Impact of the growing HIV-1 epidemic on multidrug-resistant ""],[1,2005,204,15664227,""Clinical outcome of individualised treatment of multidrug-re""],[4,2004,96,15581210,""Adverse events in the treatment of multidrug-resistant tuber""],[9,2005,30,16229783,""Multidrug-resistant tuberculosis detection Latvia""],[3,2005,197,15971391,""Speaking the same language: treatment outcome definitions fo""],[2,2007,15,17439686,""Treatment outcome cohort analysis in an integrated DOTS and ""],[1,2010,59,20185428,""Treatment outcome of multidrug/extensively drug-resistant tu""],[8,2011,19,20429966,""Impact of malnutrition on clinical presentation clinical cou""],[5,2009,28,19567603,""Adjunctive resectional lung surgery for extensively drug-res""],[9,2012,29,23107633,""Predictors of sputum culture conversion among patients treat""],[9,2011,7,22008772,""Frequency and type of microbiological monitoring of multidru""],[11,2011,15,22283887,""Bacteriologic monitoring of multidrug-resistant tuberculosis""],[20,2011,322,21828024,""WHO guidelines for the programmatic management of drug-resis""],[4,2011,13,22008771,""Implementation of the INNO-LiPA Rif.TB R line-probe assay in""],[7,2010,47,20132617,""Adverse events related to multidrug-resistant tuberculosis t""],[20,2012,131,22467723,""European Union Standards for Tuberculosis Care""],[19,2016,4,27587552,""Multidrug-resistant tuberculosis treatment failure detection""],[10,2015,15,26714320,""Association between Regimen Composition and Treatment Respon""],[6,2016,7,26889608,""Decreased Time to Treatment Initiation for Multidrug-Resista""],[10,2012,52,22789497,""Predictors of poor outcomes among patients treated for multi""]]"	"[""pub-1940"",""pub-1889"",""pub-1896"",""10.3201_eid1109.041236"",""pub-1867"",""pub-1774"",""10.1183_09031936.00003710"",""10.1017_S0950268810000907"",""10.1183_09031936.00047208"",""10.5588_ijtld.11.0811"",""10.5588_ijtld.11.0101"",""10.5588_ijtld.10.0221"",""10.1183_09031936.00073611"",""10.5588_ijtld.11.0067"",""pub-1507"",""10.1183_09031936.00203811"",""10.1183_13993003.00462_2016"",""10.1371_journal.pmed.1001932"",""10.3201_eid2203.151227"",""10.1016_j.tube.2012.06.003""]"
"75"	"au3638x_hol"	"Holtz, TH"	"62"	"15"	"[[15,2011,322,21828024,""WHO guidelines for the programmatic management of drug-resis""],[3,2005,204,15664227,""Clinical outcome of individualised treatment of multidrug-re""],[10,2015,0,26207630,""Antituberculosis Drug Resistance Survey in Lesotho 2008-2009""],[1,2006,55,16776452,""Risk factors associated with default from multidrug-resistan""],[7,2005,30,16229783,""Multidrug-resistant tuberculosis detection Latvia""],[6,2013,197,23100499,""Resistance to fluoroquinolones and second-Line injectable dr""],[17,2016,4,27587552,""Multidrug-resistant tuberculosis treatment failure detection""],[25,2012,253,22952439,""Multidrug Resistant Pulmonary Tuberculosis Treatment Regimen""],[10,2012,8,23273024,""Characteristics of multidrug-resistant tuberculosis in Namib""],[3,2010,47,20132617,""Adverse events related to multidrug-resistant tuberculosis t""],[8,2010,59,20185428,""Treatment outcome of multidrug/extensively drug-resistant tu""],[3,2007,15,17439686,""Treatment outcome cohort analysis in an integrated DOTS and ""],[8,2008,52,18812049,""Treatment outcome and follow-up of multidrug-resistant tuber""],[3,2009,28,19567603,""Adjunctive resectional lung surgery for extensively drug-res""],[2,2011,13,22008771,""Implementation of the INNO-LiPA Rif.TB R line-probe assay in""]]"	"[""10.1183_09031936.00073611"",""pub-1889"",""10.1371_journal.pone.0133808"",""pub-1824"",""10.3201_eid1109.041236"",""10.1183_09031936.00134712"",""10.1183_13993003.00462_2016"",""10.1371_journal.pmed.1001300"",""10.1186_1471_2334_12_385"",""pub-1507"",""10.1183_09031936.00003710"",""pub-1774"",""pub-1658"",""10.1183_09031936.00047208"",""10.5588_ijtld.11.0067""]"
"75"	"au5041x_las"	"Laserson, KF"	"44"	"10"	"[[2,2001,127,11605880,""Determinants of drug-resistant tuberculosis: analysis of 11 ""],[5,2005,28,15732736,""High prevalence of drug-resistant tuberculosis Republic of L""],[4,2008,52,18812049,""Treatment outcome and follow-up of multidrug-resistant tuber""],[5,2012,3,22640451,""Concordance of programmatic and laboratory-based multidrug-r""],[4,2009,6,19146755,""Validation of the line-probe assay for rapid detection of ri""],[1,2000,35,10907771,""Clinical and programmatic mismanagement rather than communit""],[1,2005,197,15971391,""Speaking the same language: treatment outcome definitions fo""],[7,2005,204,15664227,""Clinical outcome of individualised treatment of multidrug-re""],[18,2007,344,17552090,""Worldwide emergence of extensively drug-resistant tuberculos""],[3,2006,55,16776452,""Risk factors associated with default from multidrug-resistan""]]"	"[""pub-1992"",""pub-1884"",""pub-1658"",""10.5588_ijtld.11.0511"",""pub-1626"",""pub-2020"",""pub-1867"",""pub-1889"",""10.3201_eid1303.061400"",""pub-1824""]"
"75"	"au0184x_akk"	"Akksilp, S"	"40"	"5"	"[[1,2009,3,20578461,""MULTI-DRUG RESISTANT TB AND HIV IN THAILAND: OVERLAPPING BUT""],[1,2009,5,19842383,""MULTIDRUG-RESISTANT TB AND HIV IN THAILAND: OVERLAPPING BUT ""],[7,2007,32,17768516,""Evaluating the potential impact of the new Global Plan to St""],[14,2015,7,25988299,""Additional Drug Resistance of Multidrug-Resistant Tuberculos""],[14,2015,15,26714320,""Association between Regimen Composition and Treatment Respon""]]"	"[""pub-1562"",""pub-1577"",""10.2471_BLT.06.038067"",""10.3201_eid2106.141329"",""10.1371_journal.pmed.1001932""]"
"75"	"au7859x_rie"	"Riekstina, V"	"39"	"17"	"[[3,2016,7,26889608,""Decreased Time to Treatment Initiation for Multidrug-Resista""],[4,2016,10,27012887,""Survival of patients with multidrug-resistant TB in Eastern ""],[51,2012,253,22952439,""Multidrug Resistant Pulmonary Tuberculosis Treatment Regimen""],[4,2015,7,26558611,""Drug Susceptibility Patterns in MDR-TB Patients: Challenges ""],[4,2010,47,20132617,""Adverse events related to multidrug-resistant tuberculosis t""],[12,2011,7,22008772,""Frequency and type of microbiological monitoring of multidru""],[3,2011,19,20429966,""Impact of malnutrition on clinical presentation clinical cou""],[3,2010,59,20185428,""Treatment outcome of multidrug/extensively drug-resistant tu""],[5,2014,16,24247067,""Multi-drug-resistant tuberculosis in HIV positive patients i""],[13,2012,52,22789497,""Predictors of poor outcomes among patients treated for multi""],[4,2009,28,19567603,""Adjunctive resectional lung surgery for extensively drug-res""],[12,2012,29,23107633,""Predictors of sputum culture conversion among patients treat""],[3,2011,13,22008771,""Implementation of the INNO-LiPA Rif.TB R line-probe assay in""],[1,2007,15,17439686,""Treatment outcome cohort analysis in an integrated DOTS and ""],[6,2005,197,15971391,""Speaking the same language: treatment outcome definitions fo""],[2,2005,204,15664227,""Clinical outcome of individualised treatment of multidrug-re""],[1,2003,0,null,""Impact of the growing HIV-1 epidemic on multidrug-resistant ""]]"	"[""10.3201_eid2203.151227"",""10.1136_thoraxjnl_2015_207638"",""10.1371_journal.pmed.1001300"",""10.1371_journal.pone.0142425"",""pub-1507"",""10.5588_ijtld.11.0101"",""10.1017_S0950268810000907"",""10.1183_09031936.00003710"",""10.1016_j.jinf.2013.09.034"",""10.1016_j.tube.2012.06.003"",""10.1183_09031936.00047208"",""10.5588_ijtld.11.0811"",""10.5588_ijtld.11.0067"",""pub-1774"",""pub-1867"",""pub-1889"",""pub-1940""]"
"75"	"au7440x_pod"	"Podewils, LJ"	"38"	"8"	"[[11,2016,5,27223622,""Programmatic Management of Drug-Resistant Tuberculosis: An U""],[2,2016,0,27050561,""Assessing Local Risk of Rifampicin-Resistant Tuberculosis in""],[1,2013,9,23922904,""Patterns of Treatment Interruption among Patients with Multi""],[3,2010,40,20487550,""Validation of the GenoType R MTBDRplus assay for detection o""],[16,2014,3,24565738,""Use of Drug-Susceptibility Testing for Management of Drug-Re""],[1,2011,19,20429966,""Impact of malnutrition on clinical presentation clinical cou""],[2,2012,3,22640451,""Concordance of programmatic and laboratory-based multidrug-r""],[2,2012,18,22584124,""Impact of patient and program factors on default during trea""]]"	"[""10.1371_journal.pone.0155968"",""10.1371_journal.pone.0153143"",""10.1371_journal.pone.0070064"",""10.1186_1471_2334_10_123"",""10.3201_eid2003.130951"",""10.1017_S0950268810000907"",""10.5588_ijtld.11.0511"",""10.5588_ijtld.11.0502""]"
"75"	"au2929x_gar"	"Garcia-Contreras, L"	"31"	"5"	"[[1,2010,45,20086154,""Dry Powder PA-824 Aerosols for Treatment of Tuberculosis in ""],[2,2008,59,17657592,""Preparation and in Vivo evaluation of a dry powder for inhal""],[1,2007,82,17517845,""Inhaled large porous particles of capreomycin for treatment ""],[3,2014,5,24176740,""Liquid chromatographic determination of CPZEN-45 a novel ant""],[1,2012,16,22330920,""Pharmacokinetics of Sequential Doses of Capreomycin Powder f""]]"	"[""10.1128_AAC.01471_09"",""10.1007_s11095_007_9381_6"",""10.1128_AAC.01164_06"",""10.1016_j.jpba.2013.09.014"",""10.1128_AAC.06145_11""]"
"75"	"au10126x_wel"	"Wells, CD"	"29"	"10"	"[[4,2006,55,16776452,""Risk factors associated with default from multidrug-resistan""],[8,2005,30,16229783,""Multidrug-resistant tuberculosis detection Latvia""],[5,2007,15,17439686,""Treatment outcome cohort analysis in an integrated DOTS and ""],[15,2009,5,19842383,""MULTIDRUG-RESISTANT TB AND HIV IN THAILAND: OVERLAPPING BUT ""],[13,2007,32,17768516,""Evaluating the potential impact of the new Global Plan to St""],[8,2005,204,15664227,""Clinical outcome of individualised treatment of multidrug-re""],[15,2009,3,20578461,""MULTI-DRUG RESISTANT TB AND HIV IN THAILAND: OVERLAPPING BUT""],[16,2011,15,22283887,""Bacteriologic monitoring of multidrug-resistant tuberculosis""],[7,2008,52,18812049,""Treatment outcome and follow-up of multidrug-resistant tuber""],[5,2008,12,null,""Electronic tuberculosis surveillance systems: a tool for man""]]"	"[""pub-1824"",""10.3201_eid1109.041236"",""pub-1774"",""pub-1577"",""10.2471_BLT.06.038067"",""pub-1889"",""pub-1562"",""10.5588_ijtld.10.0221"",""pub-1658"",""pub-1714""]"
