"community"	"id_top"	"topic"	"year"	"activity"
"41"	"t5"	"Treatment optimization"	"2004"	"99"
"41"	"t5"	"Treatment optimization"	"2006"	"616"
"41"	"t5"	"Treatment optimization"	"2007"	"1013"
"41"	"t5"	"Treatment optimization"	"2008"	"990"
"41"	"t5"	"Treatment optimization"	"2009"	"971"
"41"	"t5"	"Treatment optimization"	"2010"	"589"
"41"	"t5"	"Treatment optimization"	"2011"	"685"
"41"	"t5"	"Treatment optimization"	"2012"	"2306"
"41"	"t5"	"Treatment optimization"	"2013"	"1386"
"41"	"t5"	"Treatment optimization"	"2014"	"861"
"41"	"t5"	"Treatment optimization"	"2015"	"1232"
"41"	"t5"	"Treatment optimization"	"2016"	"258"
"41"	"t5"	"Treatment optimization"	"2017"	"785"
"41"	"t5_s2"	"Treatment regimens"	"1998"	"99"
"41"	"t5_s2"	"Treatment regimens"	"2001"	"195"
"41"	"t5_s2"	"Treatment regimens"	"2003"	"297"
"41"	"t5_s2"	"Treatment regimens"	"2004"	"99"
"41"	"t5_s2"	"Treatment regimens"	"2006"	"99"
"41"	"t5_s2"	"Treatment regimens"	"2010"	"99"
"41"	"t5_s2"	"Treatment regimens"	"2012"	"1237"
"41"	"t5_s2"	"Treatment regimens"	"2013"	"692"
"41"	"t5_s2"	"Treatment regimens"	"2014"	"196"
"41"	"t5_s2"	"Treatment regimens"	"2015"	"308"
"41"	"t5_s2"	"Treatment regimens"	"2017"	"492"
"64"	"t1_s5"	"2nd line regimens"	"2013"	"196"
"64"	"t1_s5"	"2nd line regimens"	"2014"	"83"
"64"	"t1_s5"	"2nd line regimens"	"2016"	"188"
"64"	"t3"	"Diagnostics"	"2009"	"146"
"64"	"t3"	"Diagnostics"	"2013"	"1043"
"64"	"t3"	"Diagnostics"	"2015"	"680"
"64"	"t3"	"Diagnostics"	"2017"	"452"
"64"	"t1"	"Drug-related research"	"2007"	"99"
"64"	"t1"	"Drug-related research"	"2010"	"83"
"64"	"t1"	"Drug-related research"	"2013"	"400"
"64"	"t1"	"Drug-related research"	"2014"	"906"
"64"	"t1"	"Drug-related research"	"2015"	"480"
"64"	"t1"	"Drug-related research"	"2016"	"594"
"64"	"t1"	"Drug-related research"	"2017"	"681"
"64"	"t0"	"Molecular typing"	"2014"	"140"
"64"	"t2"	"Operational research"	"2012"	"93"
"64"	"t2"	"Operational research"	"2013"	"64"
"64"	"t2"	"Operational research"	"2016"	"252"
"64"	"t2"	"Operational research"	"2017"	"228"
"64"	"t1_s0"	"Resistance genes"	"2007"	"83"
"64"	"t1_s0"	"Resistance genes"	"2014"	"561"
"64"	"t1_s0"	"Resistance genes"	"2016"	"142"
"64"	"t1_s0"	"Resistance genes"	"2017"	"222"
"64"	"t5_s5"	"Resistance prevalence"	"2014"	"95"
"64"	"t5_s3"	"Risk factors"	"2008"	"90"
"64"	"t5_s3"	"Risk factors"	"2013"	"83"
"64"	"t5"	"Treatment optimization"	"2004"	"60"
"64"	"t5"	"Treatment optimization"	"2008"	"279"
"64"	"t5"	"Treatment optimization"	"2010"	"93"
"64"	"t5"	"Treatment optimization"	"2012"	"243"
"64"	"t5"	"Treatment optimization"	"2013"	"318"
"64"	"t5"	"Treatment optimization"	"2014"	"319"
"64"	"t5"	"Treatment optimization"	"2015"	"302"
"64"	"t5"	"Treatment optimization"	"2016"	"417"
"64"	"t5"	"Treatment optimization"	"2017"	"265"
"64"	"t5_s2"	"Treatment regimens"	"2010"	"75"
"64"	"t5_s2"	"Treatment regimens"	"2012"	"228"
"64"	"t5_s2"	"Treatment regimens"	"2013"	"68"
"75"	"t3"	"Diagnostics"	"2005"	"300"
"75"	"t3"	"Diagnostics"	"2009"	"225"
"75"	"t3"	"Diagnostics"	"2010"	"164"
"75"	"t3"	"Diagnostics"	"2011"	"232"
"75"	"t3"	"Diagnostics"	"2015"	"92"
"75"	"t1"	"Drug-related research"	"1999"	"166"
"75"	"t1"	"Drug-related research"	"2009"	"99"
"75"	"t1"	"Drug-related research"	"2012"	"99"
"75"	"t1"	"Drug-related research"	"2013"	"99"
"75"	"t1"	"Drug-related research"	"2014"	"122"
"75"	"t6"	"Immunology"	"2007"	"177"
"75"	"t6"	"Immunology"	"2008"	"192"
"75"	"t6"	"Immunology"	"2010"	"213"
"75"	"t6"	"Immunology"	"2012"	"116"
"75"	"t6"	"Immunology"	"2013"	"112"
"75"	"t2"	"Operational research"	"2003"	"207"
"75"	"t2"	"Operational research"	"2008"	"88"
"75"	"t2"	"Operational research"	"2009"	"158"
"75"	"t2"	"Operational research"	"2011"	"60"
"75"	"t2"	"Operational research"	"2012"	"155"
"75"	"t2"	"Operational research"	"2013"	"128"
"75"	"t2"	"Operational research"	"2015"	"65"
"75"	"t2"	"Operational research"	"2016"	"227"
"75"	"t1_s0"	"Resistance genes"	"1999"	"198"
"75"	"t1_s0"	"Resistance genes"	"2012"	"62"
"75"	"t1_s0"	"Resistance genes"	"2013"	"56"
"75"	"t5_s5"	"Resistance prevalence"	"2001"	"267"
"75"	"t5_s5"	"Resistance prevalence"	"2002"	"99"
"75"	"t5_s5"	"Resistance prevalence"	"2003"	"99"
"75"	"t5_s5"	"Resistance prevalence"	"2008"	"72"
"75"	"t5_s5"	"Resistance prevalence"	"2009"	"1188"
"75"	"t5_s3"	"Risk factors"	"2006"	"236"
"75"	"t5_s3"	"Risk factors"	"2011"	"60"
"75"	"t5_s3"	"Risk factors"	"2012"	"98"
"75"	"t5"	"Treatment optimization"	"2001"	"371"
"75"	"t5"	"Treatment optimization"	"2002"	"97"
"75"	"t5"	"Treatment optimization"	"2003"	"396"
"75"	"t5"	"Treatment optimization"	"2004"	"98"
"75"	"t5"	"Treatment optimization"	"2005"	"843"
"75"	"t5"	"Treatment optimization"	"2006"	"380"
"75"	"t5"	"Treatment optimization"	"2007"	"328"
"75"	"t5"	"Treatment optimization"	"2008"	"611"
"75"	"t5"	"Treatment optimization"	"2009"	"1792"
"75"	"t5"	"Treatment optimization"	"2010"	"782"
"75"	"t5"	"Treatment optimization"	"2011"	"810"
"75"	"t5"	"Treatment optimization"	"2012"	"1069"
"75"	"t5"	"Treatment optimization"	"2013"	"198"
"75"	"t5"	"Treatment optimization"	"2014"	"218"
"75"	"t5"	"Treatment optimization"	"2015"	"382"
"75"	"t5"	"Treatment optimization"	"2016"	"655"
"75"	"t5_s2"	"Treatment regimens"	"2001"	"98"
"75"	"t5_s2"	"Treatment regimens"	"2003"	"213"
"75"	"t5_s2"	"Treatment regimens"	"2007"	"392"
"75"	"t5_s2"	"Treatment regimens"	"2008"	"300"
"8"	"t1_s5"	"2nd line regimens"	"2009"	"192"
"8"	"t3"	"Diagnostics"	"2017"	"268"
"8"	"t1"	"Drug-related research"	"2009"	"406"
"8"	"t1"	"Drug-related research"	"2013"	"290"
"8"	"t1"	"Drug-related research"	"2014"	"466"
"8"	"t1"	"Drug-related research"	"2015"	"816"
"8"	"t1"	"Drug-related research"	"2016"	"734"
"8"	"t1"	"Drug-related research"	"2017"	"770"
"8"	"t0"	"Molecular typing"	"2012"	"136"
"8"	"t1_s6"	"New compounds"	"2009"	"132"
"8"	"t1_s6"	"New compounds"	"2016"	"61"
"8"	"t1_s0"	"Resistance genes"	"2014"	"196"
"8"	"t5_s5"	"Resistance prevalence"	"2016"	"219"
"8"	"t5_s3"	"Risk factors"	"2013"	"83"
"8"	"t5"	"Treatment optimization"	"2013"	"684"
"8"	"t5"	"Treatment optimization"	"2014"	"558"
"8"	"t5"	"Treatment optimization"	"2015"	"207"
"8"	"t5"	"Treatment optimization"	"2016"	"291"
"8"	"t5"	"Treatment optimization"	"2017"	"860"
"91"	"t3"	"Diagnostics"	"2008"	"198"
"91"	"t3"	"Diagnostics"	"2009"	"346"
"91"	"t3"	"Diagnostics"	"2010"	"826"
"91"	"t3"	"Diagnostics"	"2011"	"382"
"91"	"t3"	"Diagnostics"	"2012"	"58"
"91"	"t3"	"Diagnostics"	"2013"	"150"
"91"	"t3"	"Diagnostics"	"2014"	"297"
"91"	"t3"	"Diagnostics"	"2015"	"881"
"91"	"t3"	"Diagnostics"	"2017"	"268"
"91"	"t1"	"Drug-related research"	"2003"	"130"
"91"	"t1"	"Drug-related research"	"2006"	"69"
"91"	"t1"	"Drug-related research"	"2009"	"118"
"91"	"t1"	"Drug-related research"	"2010"	"444"
"91"	"t1"	"Drug-related research"	"2011"	"248"
"91"	"t1"	"Drug-related research"	"2014"	"57"
"91"	"t1"	"Drug-related research"	"2015"	"176"
"91"	"t1"	"Drug-related research"	"2016"	"710"
"91"	"t1"	"Drug-related research"	"2017"	"574"
"91"	"t6"	"Immunology"	"2007"	"288"
"91"	"t6"	"Immunology"	"2010"	"329"
"91"	"t0"	"Molecular typing"	"2006"	"256"
"91"	"t0"	"Molecular typing"	"2010"	"64"
"91"	"t0"	"Molecular typing"	"2013"	"63"
"91"	"t0"	"Molecular typing"	"2016"	"70"
"91"	"t2"	"Operational research"	"2001"	"59"
"91"	"t2"	"Operational research"	"2007"	"82"
"91"	"t2"	"Operational research"	"2010"	"75"
"91"	"t2"	"Operational research"	"2012"	"90"
"91"	"t2"	"Operational research"	"2014"	"88"
"91"	"t2"	"Operational research"	"2016"	"84"
"91"	"t1_s0"	"Resistance genes"	"2010"	"273"
"91"	"t1_s0"	"Resistance genes"	"2017"	"392"
"91"	"t5_s5"	"Resistance prevalence"	"2008"	"485"
"91"	"t5_s3"	"Risk factors"	"2013"	"297"
"91"	"t5"	"Treatment optimization"	"1995"	"89"
"91"	"t5"	"Treatment optimization"	"2005"	"553"
"91"	"t5"	"Treatment optimization"	"2008"	"1803"
"91"	"t5"	"Treatment optimization"	"2009"	"1512"
"91"	"t5"	"Treatment optimization"	"2010"	"1657"
"91"	"t5"	"Treatment optimization"	"2011"	"3241"
"91"	"t5"	"Treatment optimization"	"2012"	"438"
"91"	"t5"	"Treatment optimization"	"2013"	"1415"
"91"	"t5"	"Treatment optimization"	"2014"	"276"
"91"	"t5"	"Treatment optimization"	"2015"	"555"
"91"	"t5"	"Treatment optimization"	"2016"	"1158"
"91"	"t5"	"Treatment optimization"	"2017"	"848"
"91"	"t5_s2"	"Treatment regimens"	"2005"	"490"
"91"	"t5_s2"	"Treatment regimens"	"2008"	"1204"
"91"	"t5_s2"	"Treatment regimens"	"2009"	"882"
"91"	"t5_s2"	"Treatment regimens"	"2010"	"1771"
"91"	"t5_s2"	"Treatment regimens"	"2011"	"792"
"91"	"t5_s2"	"Treatment regimens"	"2012"	"276"
"91"	"t5_s2"	"Treatment regimens"	"2013"	"531"
"91"	"t5_s2"	"Treatment regimens"	"2015"	"198"
"91"	"t5_s2"	"Treatment regimens"	"2016"	"98"
"91"	"t5_s2"	"Treatment regimens"	"2017"	"172"
